Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-miR-182-5p,BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,4/234,49/20820,0.0816,7.2632,4.6797,0.0022,0.0177,0.0127,GNAS/PSMA1/SRC/YES1,4
hsa-miR-182-5p,BP,GO:0006458,'de novo' protein folding,4/234,49/20820,0.0816,7.2632,4.6797,0.0022,0.0177,0.0127,CCT5/CCT8/HSPA8/HSPD1,4
hsa-miR-182-5p,CC,GO:0031201,SNARE complex,4/234,49/20820,0.0816,7.2632,4.6797,0.0022,0.0177,0.0127,STX11/STX7/VAMP3/VTI1B,4
hsa-miR-182-5p,CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,4/234,49/20820,0.0816,7.2632,4.6797,0.0022,0.0177,0.0127,GNAI2/GNAS/GNB1/GNG5,4
hsa-miR-182-5p,BP,GO:2000378,negative regulation of reactive oxygen species metabolic process,4/234,49/20820,0.0816,7.2632,4.6797,0.0022,0.0177,0.0127,PON3/VDAC1/G6PD/TRAP1,4
hsa-miR-182-5p,BP,GO:0007229,integrin-mediated signaling pathway,9/234,111/20820,0.0811,7.2141,6.9987,0,1e-04,1e-04,ADAM10/CD63/FLNA/ITGA2/ITGB1/ITGB3/NID1/SRC/TLN1,9
hsa-miR-182-5p,CC,GO:0032040,small-subunit processome,6/234,74/20820,0.0811,7.2141,5.7093,2e-04,0.0028,0.002,FBL/RPS13/RPS5/RPS6/RPS7/RPS9,6
hsa-miR-182-5p,BP,GO:0034110,regulation of homotypic cell-cell adhesion,3/234,37/20820,0.0811,7.2141,4.0335,0.0082,0.0457,0.0329,CD9/F11R/RDX,3
hsa-miR-182-5p,BP,GO:0034694,response to prostaglandin,3/234,37/20820,0.0811,7.2141,4.0335,0.0082,0.0457,0.0329,ADCY6/GNAS/GNB1,3
hsa-miR-182-5p,BP,GO:0048261,negative regulation of receptor-mediated endocytosis,3/234,37/20820,0.0811,7.2141,4.0335,0.0082,0.0457,0.0329,ANXA2/ITGB3/RAC1,3
hsa-miR-182-5p,BP,GO:0071353,cellular response to interleukin-4,3/234,37/20820,0.0811,7.2141,4.0335,0.0082,0.0457,0.0329,HSP90AB1/RPL3/TUBA1B,3
hsa-miR-182-5p,BP,GO:1903580,positive regulation of ATP metabolic process,3/234,37/20820,0.0811,7.2141,4.0335,0.0082,0.0457,0.0329,ENO1/SRC/VCP,3
hsa-miR-182-5p,BP,GO:0044409,symbiont entry into host,11/234,136/20820,0.0809,7.1965,7.7294,0,0,0,BSG/CD55/F11R/ILF3/ITGA2/ITGB1/ITGB3/PHB1/SLC1A5/SRC/TFRC,11
hsa-miR-182-5p,BP,GO:0030195,negative regulation of blood coagulation,4/234,50/20820,0.08,7.1179,4.6177,0.0024,0.0187,0.0134,ANXA2/CD9/F2/GP1BA,4
hsa-miR-182-5p,BP,GO:0044788,modulation by host of viral process,4/234,50/20820,0.08,7.1179,4.6177,0.0024,0.0187,0.0134,CFL1/EEF1A1/PHB1/ROCK2,4
hsa-miR-182-5p,BP,GO:0010232,vascular transport,7/234,88/20820,0.0795,7.0775,6.0911,1e-04,0.0011,8e-04,ATP2B4/SLC16A1/SLC1A5/SLC2A3/SLC44A1/SLCO3A1/TFRC,7
hsa-miR-182-5p,BP,GO:0150104,transport across blood-brain barrier,7/234,88/20820,0.0795,7.0775,6.0911,1e-04,0.0011,8e-04,ATP2B4/SLC16A1/SLC1A5/SLC2A3/SLC44A1/SLCO3A1/TFRC,7
hsa-miR-182-5p,CC,GO:0015934,large ribosomal subunit,9/234,114/20820,0.0789,7.0243,6.8764,0,2e-04,1e-04,RPL10/RPL13/RPL14/RPL18/RPL27A/RPL29/RPL3/RPL35/RPL9,9
hsa-miR-182-5p,BP,GO:0001707,mesoderm formation,6/234,76/20820,0.0789,7.0243,5.6094,2e-04,0.0031,0.0022,FGFR1/GPI/ITGA2/ITGB1/ITGB3/TXNRD1,6
hsa-miR-182-5p,CC,GO:0044291,cell-cell contact zone,6/234,76/20820,0.0789,7.0243,5.6094,2e-04,0.0031,0.0022,FLOT1/FLOT2/ITGB1/RAP2B/VCL/YWHAH,6
hsa-miR-182-5p,BP,GO:0071392,cellular response to estradiol stimulus,3/234,38/20820,0.0789,7.0243,3.9628,0.0088,0.0485,0.0349,HNRNPD/ITGA2/SRD5A1,3
hsa-miR-182-5p,BP,GO:0022406,membrane docking,7/234,89/20820,0.0787,6.998,6.0456,1e-04,0.0012,9e-04,CALM1/MSN/RAB7A/STX11/STX7/VAMP3/VTI1B,7
hsa-miR-182-5p,MF,GO:0003743,translation initiation factor activity,4/234,51/20820,0.0784,6.9784,4.5574,0.0026,0.0196,0.0141,EIF2A/EIF3H/EIF4A2/EIF4G1,4
hsa-miR-182-5p,BP,GO:0045933,positive regulation of muscle contraction,4/234,51/20820,0.0784,6.9784,4.5574,0.0026,0.0196,0.0141,ATP1A1/ENO1/HSP90AA1/ITGA2,4
hsa-miR-182-5p,BP,GO:1900047,negative regulation of hemostasis,4/234,51/20820,0.0784,6.9784,4.5574,0.0026,0.0196,0.0141,ANXA2/CD9/F2/GP1BA,4
hsa-miR-182-5p,BP,GO:1905144,response to acetylcholine,4/234,51/20820,0.0784,6.9784,4.5574,0.0026,0.0196,0.0141,ATP2B4/GNAI2/GNB1/ROCK2,4
hsa-miR-182-5p,BP,GO:0046824,positive regulation of nucleocytoplasmic transport,5/234,64/20820,0.0781,6.9511,5.0836,8e-04,0.0079,0.0057,ANP32B/FLNA/HSP90AA1/TRIM28/YWHAE,5
hsa-miR-182-5p,CC,GO:0005840,ribosome,19/234,244/20820,0.0779,6.9283,9.9311,0,0,0,EIF2A/RPL10/RPL13/EEF1A1/EEF2/EIF4G1/RPL14/RPL18/RPL27A/RPL29/RPL3/RPL35/RPL9/RPS13/RPS18/RPS5/RPS6/RPS7/RPS9,19
hsa-miR-182-5p,BP,GO:0009154,purine ribonucleotide catabolic process,10/234,130/20820,0.0769,6.8442,7.1263,0,1e-04,1e-04,PFKM/PFKP/ALDOA/ENO1/GAPDH/GPI/PGAM1/PGK1/PKM/SRC,10
hsa-miR-182-5p,MF,GO:0072341,modified amino acid binding,7/234,91/20820,0.0769,6.8442,5.9567,1e-04,0.0014,0.001,ANXA11/ANXA2/ANXA4/ANXA5/ANXA6/ANXA7/TLN1,7
hsa-miR-182-5p,BP,GO:0048332,mesoderm morphogenesis,6/234,78/20820,0.0769,6.8442,5.5131,2e-04,0.0034,0.0025,FGFR1/GPI/ITGA2/ITGB1/ITGB3/TXNRD1,6
hsa-miR-182-5p,BP,GO:0045428,regulation of nitric oxide biosynthetic process,5/234,65/20820,0.0769,6.8442,5.0312,8e-04,0.0084,0.0061,ATP2B4/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-182-5p,BP,GO:0001885,endothelial cell development,5/234,66/20820,0.0758,6.7405,4.9799,9e-04,0.0088,0.0064,F11R/MSN/RDX/ROCK2/VCL,5
hsa-miR-182-5p,CC,GO:0030315,T-tubule,4/234,53/20820,0.0755,6.715,4.4414,0.003,0.0221,0.0159,ATP1A1/ATP2B4/RDX/SLC30A1,4
hsa-miR-182-5p,BP,GO:2000573,positive regulation of DNA biosynthetic process,4/234,53/20820,0.0755,6.715,4.4414,0.003,0.0221,0.0159,CCT5/CCT8/HNRNPD/HSP90AA1,4
hsa-miR-182-5p,BP,GO:0030901,midbrain development,7/234,93/20820,0.0753,6.697,5.8704,1e-04,0.0015,0.0011,ACTB/CALM1/FGFR1/G6PD/YWHAE/YWHAH/YWHAQ,7
hsa-miR-182-5p,BP,GO:0032231,regulation of actin filament bundle assembly,8/234,107/20820,0.0748,6.6523,6.2495,0,6e-04,4e-04,F11R/FLNA/PAK2/PFN1/RAC1/RDX/ROCK2/WASF2,8
hsa-miR-182-5p,BP,GO:0019058,viral life cycle,22/234,295/20820,0.0746,6.6354,10.3931,0,0,0,BSG/CD55/DEK/EEF1A1/F11R/HSP90AB1/ILF3/ITGA2/ITGB1/ITGB3/PABPC1/PCBP2/PHB1/PPIA/RAB1A/RAB7A/SLC1A5/SRC/TFRC/TRIM28/VCP/VPS37C,22
hsa-miR-182-5p,BP,GO:0080164,regulation of nitric oxide metabolic process,5/234,67/20820,0.0746,6.6399,4.9297,9e-04,0.0093,0.0067,ATP2B4/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-182-5p,CC,GO:0030667,secretory granule membrane,24/234,322/20820,0.0745,6.6316,10.8582,0,0,0,ADAM10/ANXA4/ANXA7/BSG/CD44/CD55/CD63/CD9/CPNE3/DIAPH1/FLOT2/IQGAP2/ITGB3/LHFPL2/NRAS/PTPRJ/RAB5C/RAB6A/RAB7A/RAC1/RAP2B/SLC2A3/SLC44A2/TMBIM1,24
hsa-miR-182-5p,MF,GO:0005178,integrin binding,12/234,161/20820,0.0745,6.6316,7.6479,0,0,0,FBLN1/ADAM10/ANXA7/CD226/CD9/F11R/ITGA2/ITGB1/ITGB3/PPIA/SRC/TLN1,12
hsa-miR-182-5p,BP,GO:0046364,monosaccharide biosynthetic process,7/234,94/20820,0.0745,6.6258,5.8283,1e-04,0.0016,0.0012,WDR5/ENO1/G6PD/GPI/PGAM1/PGD/PGK1,7
hsa-miR-182-5p,BP,GO:0009261,ribonucleotide catabolic process,10/234,136/20820,0.0735,6.5422,6.9134,0,1e-04,1e-04,PFKM/PFKP/ALDOA/ENO1/GAPDH/GPI/PGAM1/PGK1/PKM/SRC,10
hsa-miR-182-5p,BP,GO:0043297,apical junction assembly,6/234,82/20820,0.0732,6.5103,5.3303,3e-04,0.0042,0.003,F11R/PAK2/RAC1/ROCK2/VCL/WDR1,6
hsa-miR-182-5p,BP,GO:0099084,postsynaptic specialization organization,4/234,55/20820,0.0727,6.4709,4.3313,0.0034,0.0242,0.0174,FGFR1/IL1RAP/ITGB3/SLC30A1,4
hsa-miR-182-5p,BP,GO:1903351,cellular response to dopamine,4/234,55/20820,0.0727,6.4709,4.3313,0.0034,0.0242,0.0174,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,BP,GO:0019079,viral genome replication,9/234,124/20820,0.0726,6.4578,6.4989,0,3e-04,2e-04,DEK/EEF1A1/ILF3/PABPC1/PCBP2/PHB1/PPIA/TRIM28/VCP,9
hsa-miR-182-5p,BP,GO:0010632,regulation of epithelial cell migration,5/234,69/20820,0.0725,6.4474,4.8322,0.0011,0.0104,0.0075,EPPK1/CORO1C/ITGA2/PFN1/SRC,5
hsa-miR-182-5p,BP,GO:0014823,response to activity,6/234,83/20820,0.0723,6.4319,5.2865,3e-04,0.0044,0.0032,ANXA2/ATP5F1A/ITGA2/ITGB1/ITGB3/SRD5A1,6
hsa-miR-182-5p,BP,GO:1901655,cellular response to ketone,8/234,111/20820,0.0721,6.4126,6.0959,0,7e-04,5e-04,ADCY6/ATP5F1A/GNAS/GNB1/MSN/ROCK2/SRC/SRD5A1,8
hsa-miR-182-5p,BP,GO:0001952,regulation of cell-matrix adhesion,9/234,125/20820,0.072,6.4062,6.4634,0,3e-04,2e-04,CIB1/CORO1C/ITGB3/PTPRJ/RAC1/ROCK2/SRC/TLN1/VCL,9
hsa-miR-182-5p,BP,GO:0006195,purine nucleotide catabolic process,10/234,139/20820,0.0719,6.401,6.8116,0,1e-04,1e-04,PFKM/PFKP/ALDOA/ENO1/GAPDH/GPI/PGAM1/PGK1/PKM/SRC,10
hsa-miR-182-5p,BP,GO:0045727,positive regulation of translation,10/234,140/20820,0.0714,6.3553,6.7784,0,1e-04,1e-04,C1QBP/EEF2/EIF4G1/EIF5A/ELAVL1/HNRNPD/ITGA2/PABPC1/PKM/SLC35A4,10
hsa-miR-182-5p,BP,GO:0010811,positive regulation of cell-substrate adhesion,9/234,126/20820,0.0714,6.3553,6.4284,0,3e-04,2e-04,FBLN1/ARPC2/C1QBP/CIB1/FLNA/ITGB3/NID1/PTPRJ/RAC1,9
hsa-miR-182-5p,BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,8/234,112/20820,0.0714,6.3553,6.0587,0,8e-04,6e-04,CD44/ENO1/HYOU1/NONO/PPIA/SRC/TRAP1/VDAC2,8
hsa-miR-182-5p,BP,GO:0001954,positive regulation of cell-matrix adhesion,4/234,56/20820,0.0714,6.3553,4.2783,0.0036,0.0254,0.0183,CIB1/ITGB3/PTPRJ/RAC1,4
hsa-miR-182-5p,BP,GO:0010761,fibroblast migration,4/234,56/20820,0.0714,6.3553,4.2783,0.0036,0.0254,0.0183,CORO1C/ITGB1/ITGB3/RAC1,4
hsa-miR-182-5p,MF,GO:0019212,phosphatase inhibitor activity,4/234,56/20820,0.0714,6.3553,4.2783,0.0036,0.0254,0.0183,HSP90B1/PPME1/TESC/YWHAB,4
hsa-miR-182-5p,CC,GO:0005766,primary lysosome,11/234,155/20820,0.071,6.3143,7.0802,0,1e-04,0,CTSC/ANXA11/ANXA2/CAP1/CCT8/CD63/CPNE3/RAB5C/STX7/TTR/VCP,11
hsa-miR-182-5p,CC,GO:0042582,azurophil granule,11/234,155/20820,0.071,6.3143,7.0802,0,1e-04,0,CTSC/ANXA11/ANXA2/CAP1/CCT8/CD63/CPNE3/RAB5C/STX7/TTR/VCP,11
hsa-miR-182-5p,BP,GO:0031529,ruffle organization,4/234,57/20820,0.0702,6.2438,4.2266,0.0039,0.0266,0.0191,CORO1C/PFN1/RAC1/RDX,4
hsa-miR-182-5p,BP,GO:1903350,response to dopamine,4/234,57/20820,0.0702,6.2438,4.2266,0.0039,0.0266,0.0191,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,BP,GO:0002711,positive regulation of T cell mediated immunity,5/234,72/20820,0.0694,6.1788,4.6931,0.0013,0.0119,0.0086,CD55/HLA-A/HSPD1/STX7/YWHAG,5
hsa-miR-182-5p,BP,GO:0048255,mRNA stabilization,5/234,72/20820,0.0694,6.1788,4.6931,0.0013,0.0119,0.0086,ELAVL1/HNRNPD/IGF2BP3/PABPC1/TENT4B,5
hsa-miR-182-5p,BP,GO:0031333,negative regulation of protein-containing complex assembly,10/234,145/20820,0.069,6.1362,6.6169,0,2e-04,1e-04,HIP1R/CAPZA1/HSPA8/MAPRE1/PFN1/RAF1/RDX/SRC/ULK1/VDAC2,10
hsa-miR-182-5p,CC,GO:0005884,actin filament,8/234,116/20820,0.069,6.1362,5.9142,1e-04,0.001,7e-04,ACTB/ARPC3/DIAPH1/FLNA/NCKAP1/RAC1/SRC/YES1,8
hsa-miR-182-5p,BP,GO:0030042,actin filament depolymerization,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,CAPZA1/CFL1/RDX/WDR1,4
hsa-miR-182-5p,BP,GO:0030837,negative regulation of actin filament polymerization,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,HIP1R/CAPZA1/PFN1/RDX,4
hsa-miR-182-5p,BP,GO:0071868,cellular response to monoamine stimulus,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,BP,GO:0071870,cellular response to catecholamine stimulus,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,CC,GO:0097225,sperm midpiece,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,CALM1/HSP90AA1/HSPD1/VDAC2,4
hsa-miR-182-5p,CC,GO:0098636,protein complex involved in cell adhesion,4/234,58/20820,0.069,6.1362,4.1761,0.0041,0.028,0.0201,ITGA2/ITGB1/ITGB3/NID1,4
hsa-miR-182-5p,BP,GO:1903312,negative regulation of mRNA metabolic process,7/234,103/20820,0.068,6.0468,5.4742,2e-04,0.0025,0.0018,C1QBP/ELAVL1/HNRNPD/HNRNPK/IGF2BP3/PABPC1/TENT4B,7
hsa-miR-182-5p,BP,GO:0009166,nucleotide catabolic process,11/234,162/20820,0.0679,6.0415,6.8679,0,1e-04,1e-04,PFKM/PFKP/ALDOA/ENO1/GAPDH/GPI/PGAM1/PGK1/PKM/SRC/VCP,11
hsa-miR-182-5p,BP,GO:0086009,membrane repolarization,4/234,59/20820,0.0678,6.0322,4.1268,0.0044,0.0293,0.0211,ATP1A1/FLNA/WDR1/YWHAE,4
hsa-miR-182-5p,CC,GO:0031252,cell leading edge,29/234,434/20820,0.0668,5.9453,11.1,0,0,0,HIP1R/ACTB/ARPC2/ARPC3/CAPZB/CD44/CFL1/CIB1/CORO1C/DIAPH1/EEF1A1/FLOT1/FLOT2/GNAS/IQGAP2/ITGB1/ITGB3/NCKAP1/NME1/PABPC1/PTPRJ/RAC1/RDX/S100A6/SRC/TESC/TLN1/VIM/WASF2,29
hsa-miR-182-5p,BP,GO:0048278,vesicle docking,4/234,60/20820,0.0667,5.9316,4.0785,0.0046,0.0308,0.0221,STX11/STX7/VAMP3/VTI1B,4
hsa-miR-182-5p,CC,GO:0031091,platelet alpha granule,6/234,91/20820,0.0659,5.8664,4.9602,6e-04,0.0065,0.0046,ALDOA/CD9/F13A1/ITGB3/LHFPL2/VTI1B,6
hsa-miR-182-5p,CC,GO:0035578,azurophil granule lumen,6/234,91/20820,0.0659,5.8664,4.9602,6e-04,0.0065,0.0046,CTSC/ANXA2/CAP1/CCT8/TTR/VCP,6
hsa-miR-182-5p,CC,GO:0035579,specific granule membrane,6/234,91/20820,0.0659,5.8664,4.9602,6e-04,0.0065,0.0046,ADAM10/PTPRJ/RAP2B/SLC2A3/SLC44A2/TMBIM1,6
hsa-miR-182-5p,BP,GO:0050818,regulation of coagulation,5/234,76/20820,0.0658,5.8536,4.5193,0.0017,0.0143,0.0103,ANXA2/ANXA5/CD9/F2/GP1BA,5
hsa-miR-182-5p,BP,GO:0061077,chaperone-mediated protein folding,5/234,76/20820,0.0658,5.8536,4.5193,0.0017,0.0143,0.0103,CCT5/CCT8/HSP90AB1/HSPA8/TRAP1,5
hsa-miR-182-5p,BP,GO:0072678,T cell migration,5/234,76/20820,0.0658,5.8536,4.5193,0.0017,0.0143,0.0103,CD99/ADAM10/F11R/ITGB3/MSN,5
hsa-miR-182-5p,BP,GO:0032233,positive regulation of actin filament bundle assembly,4/234,61/20820,0.0656,5.8344,4.0314,0.0049,0.0323,0.0233,FLNA/PFN1/RAC1/ROCK2,4
hsa-miR-182-5p,BP,GO:0071867,response to monoamine,4/234,61/20820,0.0656,5.8344,4.0314,0.0049,0.0323,0.0233,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,BP,GO:0071869,response to catecholamine,4/234,61/20820,0.0656,5.8344,4.0314,0.0049,0.0323,0.0233,ADCY6/FLNA/GNAS/GNB1,4
hsa-miR-182-5p,CC,GO:0101003,ficolin-1-rich granule membrane,4/234,61/20820,0.0656,5.8344,4.0314,0.0049,0.0323,0.0233,CD55/DIAPH1/RAC1/SLC2A3,4
hsa-miR-182-5p,CC,GO:0030175,filopodium,7/234,107/20820,0.0654,5.8208,5.3301,2e-04,0.003,0.0022,CIB1/IQGAP2/ITGB1/ITGB3/MSN/RDX/SRC,7
hsa-miR-182-5p,BP,GO:0051208,sequestering of calcium ion,9/234,138/20820,0.0652,5.8027,6.035,0,6e-04,4e-04,ANXA6/CALM1/DIAPH1/F2/FLNA/GP1BA/GP1BB/HSP90B1/ITGB3,9
hsa-miR-182-5p,BP,GO:0032273,positive regulation of protein polymerization,6/234,92/20820,0.0652,5.8027,4.9221,6e-04,0.0066,0.0048,ARPC2/HSP90AA1/MAPRE1/NCKAP1/PFN1/RAC1,6
hsa-miR-182-5p,BP,GO:0050878,regulation of body fluid levels,25/234,388/20820,0.0644,5.7329,10.0332,0,0,0,FBLN1/ACTB/ADCY6/ANXA2/ANXA5/CD9/F11R/F13A1/F2/FLNA/GNAI2/GNAS/GP1BA/GP1BB/GPI/ITGA2/ITGB3/NME1/PDIA3/PPIA/PTPRJ/RAP2B/SRC/TLN1/VCL,25
hsa-miR-182-5p,BP,GO:0008154,actin polymerization or depolymerization,12/234,187/20820,0.0642,5.7096,6.8972,0,1e-04,0,HIP1R/ARPC2/ARPC3/CAPZA1/CAPZB/CFL1/DIAPH1/NCKAP1/PFN1/RAC1/RDX/WDR1,12
hsa-miR-182-5p,BP,GO:0050821,protein stabilization,15/234,234/20820,0.0641,5.7035,7.7142,0,0,0,HIP1R/CCT5/CCT8/FLNA/FLOT1/FLOT2/GAPDH/HSP90AA1/HSP90AB1/HSPD1/PFN1/PHB1/PHB2/RPS7/TESC,15
hsa-miR-182-5p,BP,GO:0072523,purine-containing compound catabolic process,10/234,156/20820,0.0641,5.7035,6.2868,0,3e-04,2e-04,PFKM/PFKP/ALDOA/ENO1/GAPDH/GPI/PGAM1/PGK1/PKM/SRC,10
hsa-miR-182-5p,BP,GO:0002637,regulation of immunoglobulin production,5/234,78/20820,0.0641,5.7035,4.437,0.0019,0.0156,0.0112,GPI/HPX/PHB1/PHB2/TFRC,5
hsa-miR-182-5p,BP,GO:0061045,negative regulation of wound healing,5/234,78/20820,0.0641,5.7035,4.437,0.0019,0.0156,0.0112,EPPK1/ANXA2/CD9/F2/GP1BA,5
hsa-miR-182-5p,BP,GO:0002702,positive regulation of production of molecular mediator of immune response,9/234,141/20820,0.0638,5.6792,5.9439,0,7e-04,5e-04,CD226/CD55/DDX21/GPI/HLA-A/HPX/PHB1/PHB2/TFRC,9
hsa-miR-182-5p,BP,GO:1902369,negative regulation of RNA catabolic process,6/234,94/20820,0.0638,5.6792,4.8476,7e-04,0.0073,0.0052,LRPPRC/ELAVL1/HNRNPD/IGF2BP3/PABPC1/TENT4B,6
hsa-miR-182-5p,BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,12/234,189/20820,0.0635,5.6492,6.8454,0,1e-04,0,CD44/EIF5A/ENO1/HNRNPK/HYOU1/NONO/PPIA/RPS7/SFPQ/SRC/TRAP1/VDAC2,12
hsa-miR-182-5p,BP,GO:0034113,heterotypic cell-cell adhesion,4/234,63/20820,0.0635,5.6492,3.9402,0.0055,0.0347,0.025,CD44/FLOT1/ITGB1/ITGB3,4
hsa-miR-182-5p,BP,GO:0008037,cell recognition,10/234,158/20820,0.0633,5.6313,6.2301,0,3e-04,2e-04,ALDOA/BSG/CCT5/CCT8/CD226/CD9/MSN/MYO18A/VDAC2/YWHAZ,10
hsa-miR-182-5p,BP,GO:0140056,organelle localization by membrane tethering,5/234,79/20820,0.0633,5.6313,4.397,0.002,0.0163,0.0117,CALM1/STX11/STX7/VAMP3/VTI1B,5
hsa-miR-182-5p,BP,GO:0051492,regulation of stress fiber assembly,6/234,95/20820,0.0632,5.6194,4.8112,7e-04,0.0075,0.0054,F11R/PAK2/PFN1/RAC1/ROCK2/WASF2,6
hsa-miR-182-5p,MF,GO:0042826,histone deacetylase binding,8/234,127/20820,0.063,5.6047,5.5493,1e-04,0.0017,0.0012,HNRNPD/HSP90AA1/HSP90AB1/PHB1/PHF6/SFPQ/YWHAB/YWHAE,8
hsa-miR-182-5p,BP,GO:0007160,cell-matrix adhesion,15/234,240/20820,0.0625,5.5609,7.5768,0,0,0,ANXA2/CD44/CD63/CIB1/CORO1C/ITGA2/ITGB1/ITGB3/NID1/PTPRJ/RAC1/ROCK2/SRC/TLN1/VCL,15
hsa-miR-182-5p,BP,GO:0010810,regulation of cell-substrate adhesion,14/234,224/20820,0.0625,5.5609,7.317,0,0,0,FBLN1/ARPC2/C1QBP/CIB1/CORO1C/FLNA/ITGB3/NID1/PTPRJ/RAC1/ROCK2/SRC/TLN1/VCL,14
hsa-miR-182-5p,MF,GO:0005200,structural constituent of cytoskeleton,7/234,112/20820,0.0625,5.5609,5.1599,3e-04,0.0038,0.0027,ACTB/ARPC2/ARPC3/MSN/TLN1/TUBA1B/VIM,7
hsa-miR-182-5p,CC,GO:0010494,cytoplasmic stress granule,6/234,96/20820,0.0625,5.5609,4.7753,8e-04,0.0079,0.0057,EIF4G1/ELAVL1/HNRNPK/IGF2BP3/PABPC1/VCP,6
hsa-miR-182-5p,BP,GO:0006809,nitric oxide biosynthetic process,5/234,80/20820,0.0625,5.5609,4.3576,0.0021,0.017,0.0122,ATP2B4/HSP90AA1/HSP90AB1/RAC1/ROCK2,5
hsa-miR-182-5p,BP,GO:0048524,positive regulation of viral process,4/234,64/20820,0.0625,5.5609,3.896,0.0058,0.0363,0.0261,BSG/PABPC1/PPIA/RAB7A,4
hsa-miR-182-5p,CC,GO:0016363,nuclear matrix,8/234,129/20820,0.062,5.5178,5.4876,1e-04,0.0018,0.0013,SRRM1/ACTB/ANXA2/CFL1/NONO/PHB2/SFPQ/VIM,8
hsa-miR-182-5p,BP,GO:0061337,cardiac conduction,6/234,97/20820,0.0619,5.5036,4.7399,8e-04,0.0083,0.0059,ATP1A1/ATP2B4/CALM1/FLNA/SRC/YWHAE,6
hsa-miR-182-5p,CC,GO:0034774,secretory granule lumen,20/234,324/20820,0.0617,5.4922,8.6887,0,0,0,CTSC/ALDOA/ANXA2/CAP1/CCT8/EEF1A1/EEF2/F13A1/GPI/HSP90AA1/HSP90AB1/HSPA8/IDH1/PGAM1/PKM/PPIA/TTR/VCL/VCP/VTI1B,20
hsa-miR-182-5p,CC,GO:0005901,caveola,5/234,81/20820,0.0617,5.4922,4.3188,0.0022,0.0177,0.0127,ATP2B4/CORO1C/FLOT1/FLOT2/SRC,5
hsa-miR-182-5p,BP,GO:1902373,negative regulation of mRNA catabolic process,5/234,81/20820,0.0617,5.4922,4.3188,0.0022,0.0177,0.0127,ELAVL1/HNRNPD/IGF2BP3/PABPC1/TENT4B,5
hsa-miR-182-5p,CC,GO:0055037,recycling endosome,13/234,211/20820,0.0616,5.4818,6.9762,0,0,0,CD274/HLA-A/ITGB1/PDIA3/RAB11B/RAB8B/RAC1/RAP2B/STX7/TFRC/ULK1/VAMP3/VTI1B,13
hsa-miR-182-5p,BP,GO:1900180,regulation of protein localization to nucleus,9/234,146/20820,0.0616,5.4847,5.7976,0,8e-04,6e-04,CCT5/CCT8/F2/FLNA/HSP90AA1/SRC/TFRC/TRIM28/YWHAZ,9
hsa-miR-182-5p,BP,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8/234,130/20820,0.0615,5.4753,5.4572,1e-04,0.0019,0.0014,CD226/CD55/HLA-A/HPX/HSPD1/STX7/TFRC/YWHAG,8
hsa-miR-182-5p,BP,GO:0002011,morphogenesis of an epithelial sheet,4/234,65/20820,0.0615,5.4753,3.8528,0.0062,0.0379,0.0273,CD44/FLNA/ITGB1/ITGB3,4
hsa-miR-182-5p,BP,GO:0030038,contractile actin filament bundle assembly,7/234,114/20820,0.0614,5.4633,5.0947,3e-04,0.004,0.0029,F11R/PAK2/PFN1/RAC1/ROCK2/SRC/WASF2,7
hsa-miR-182-5p,BP,GO:0043149,stress fiber assembly,7/234,114/20820,0.0614,5.4633,5.0947,3e-04,0.004,0.0029,F11R/PAK2/PFN1/RAC1/ROCK2/SRC/WASF2,7
hsa-miR-182-5p,BP,GO:0071346,cellular response to type II interferon,6/234,98/20820,0.0612,5.4474,4.705,8e-04,0.0086,0.0062,CALM1/GAPDH/HPX/RAF1/VAMP3/VIM,6
hsa-miR-182-5p,CC,GO:1905369,endopeptidase complex,6/234,98/20820,0.0612,5.4474,4.705,8e-04,0.0086,0.0062,PSMA1/PSMA4/PSMA7/PSMC5/RAD23B/VCP,6
hsa-miR-182-5p,CC,GO:0070820,tertiary granule,10/234,164/20820,0.061,5.4253,6.0658,0,4e-04,3e-04,ADAM10/ALDOA/CD55/DIAPH1/IDH1/NRAS/RAC1/RAP2B/SLC2A3/STX7,10
